# units: J=k_B=1; time in sweeps (one sweep = N^2 attempted updates)
sweep,energy,energy_per_spin,magnetisation,broken_bond_density,L_C,L_S,characteristic_k,cluster_number_density,acceptance_rate
0,-3428,-0.209228515625,0,0.44769287109375,0.6766407445346327,4.608897568049117,1.3632729333663998,nan,nan
1,-7540,-0.460205078125,0,0.38494873046875,0.7289831235198908,4.81427127100129,1.3051165905474176,nan,0.1900634765625
2,-9136,-0.5576171875,0,0.360595703125,0.7656289817289191,4.990038996404278,1.2591455320704152,nan,0.130126953125
3,-10152,-0.61962890625,0,0.3450927734375,0.7945882488757933,5.134740335589038,1.223661742665085,nan,0.11138916015625
4,-10908,-0.665771484375,0,0.33355712890625,0.8152285292700794,5.233383311237494,1.2005971918181269,nan,0.09283447265625
5,-11412,-0.696533203125,0,0.32586669921875,0.8351474264855325,5.343370017834155,1.1758843737582616,nan,0.08660888671875
6,-11868,-0.724365234375,0,0.31890869140625,0.849463848084571,5.404871499808822,1.1625041053060803,nan,0.08270263671875
8,-12564,-0.766845703125,0,0.30828857421875,0.8744227656068126,5.5304521229505825,1.1361069886321353,nan,0.071563720703125
9,-12828,-0.782958984375,0,0.30426025390625,0.8845800508923034,5.575095344924694,1.1270094802772304,nan,0.06787109375
12,-13508,-0.824462890625,0,0.29388427734375,0.9133665434206798,5.725452795947399,1.0974128215024255,nan,0.06288655598958333
15,-14172,-0.864990234375,0,0.28375244140625,0.9405742653571055,5.857317767076093,1.072706920989892,nan,0.0557861328125
18,-14560,-0.888671875,0,0.27783203125,0.9610860463852161,5.934420292144376,1.0587698541501829,nan,0.04888916015625
23,-15136,-0.923828125,0,0.26904296875,0.9920175513263495,6.09958956986889,1.0300996870703618,nan,0.0478271484375
29,-15784,-0.96337890625,0,0.2591552734375,1.0486851677145321,6.259406005937433,1.003798970895896,nan,0.042154947916666664
36,-16076,-0.981201171875,0,0.25469970703125,1.073577571168281,6.348218129852383,0.9897557359651866,nan,0.039707728794642856
45,-16668,-1.017333984375,0,0.24566650390625,1.127554632372756,6.5073014012357335,0.965559287907951,nan,0.03764512803819445
57,-17188,-1.049072265625,0,0.23773193359375,1.1746209716918705,6.685063188362725,0.9398842060486844,nan,0.034688313802083336
71,-17656,-1.07763671875,0,0.2305908203125,1.2251375540113643,6.857485870044154,0.9162520238833727,nan,0.030561174665178572
88,-18056,-1.10205078125,0,0.2244873046875,1.263831934352988,6.993081636163555,0.8984859085138005,nan,0.028273638556985295
111,-18492,-1.128662109375,0,0.21783447265625,1.3094237375961406,7.169955076592412,0.8763214329880751,nan,0.027786918308423912
138,-18732,-1.143310546875,0,0.21417236328125,1.344935605897862,7.329826289991531,0.8572079417160166,nan,0.025600857204861112
173,-19372,-1.182373046875,0,0.20440673828125,1.398571625276179,7.506689279517628,0.8370115070998831,nan,0.023957170758928573
217,-19608,-1.19677734375,0,0.2008056640625,1.436382024526371,7.650607208444589,0.8212662258028789,nan,0.02190191095525568
271,-19936,-1.216796875,0,0.19580078125,1.4832688833405712,7.875115987885603,0.7978530496369952,nan,0.022985387731481483
339,-20392,-1.24462890625,0,0.1888427734375,1.538645775303053,8.089402714845994,0.7767180753219808,nan,0.021248312557444853
425,-20776,-1.26806640625,0,0.1829833984375,1.589518289370769,8.315507319461185,0.7555985540984064,nan,0.020326836164607558
531,-21144,-1.29052734375,0,0.1773681640625,1.6463484043489673,8.54379766598417,0.7354089542868193,nan,0.01988421746020047
665,-21524,-1.313720703125,0,0.17156982421875,1.706206018932235,8.86655120750376,0.708639149555932,nan,0.018398000233208957
832,-21892,-1.336181640625,0,0.16595458984375,1.772822624643403,9.1202344396818,0.6889280477091335,nan,0.01835440447230539
1041,-22196,-1.354736328125,0,0.16131591796875,1.85063618833974,9.493247395180632,0.6618583763412008,nan,0.018211547267494018
1303,-22644,-1.382080078125,0,0.15447998046875,1.9384499020076067,9.887773728007822,0.6354499485948002,nan,0.0177267525942271
1630,-23200,-1.416015625,0,0.14599609375,2.0400171795991198,10.356099689545779,0.6067134824438106,nan,0.016440855253727064
2039,-23536,-1.4365234375,0,0.140869140625,2.1727876413672242,10.840535263892555,0.5796010210037781,nan,0.01633444042252445
2552,-23820,-1.453857421875,0,0.13653564453125,2.2975416962229813,11.240844109817868,0.5589602743171029,nan,0.015558610882675438
3193,-24168,-1.47509765625,0,0.1312255859375,2.42740142251393,11.738519565569437,0.5352621573855841,nan,0.015025979457147036
3995,-24652,-1.504638671875,0,0.12384033203125,2.560815515895116,12.191697410765014,0.5153659162859197,nan,0.014858027051511846
4999,-25064,-1.52978515625,0,0.1175537109375,2.739540471941085,12.853083060257218,0.4888465497128629,nan,0.01373442995595742
6254,-25492,-1.555908203125,0,0.11102294921875,2.9100655964891997,13.478226838909363,0.4661729901325813,nan,0.013875406576817729
7826,-25788,-1.573974609375,0,0.10650634765625,3.0662521751361527,14.03379385992676,0.44771822715175447,nan,0.012982162203800891
9792,-26188,-1.598388671875,0,0.10040283203125,3.328056863594228,15.107187808999159,0.4159070097372307,nan,0.012705184921000763
12252,-26300,-1.605224609375,0,0.09869384765625,3.5788877941704054,15.966564253292672,0.3935214368917126,nan,0.012243329800241362
15330,-26708,-1.630126953125,0,0.09246826171875,3.8048352634930405,16.791201620535773,0.3741950962875224,nan,0.011642981536052225
19181,-26848,-1.638671875,0,0.09033203125,4.05279038864049,17.754420916006232,0.35389412794168207,nan,0.011595728737259803
24000,-27448,-1.67529296875,0,0.0811767578125,4.3671993881415805,19.08799846523911,0.3291694159878422,nan,0.011294809607802448
